title;tags;contentWarn;watched;watching;rating
Cocomong;['Episodic', 'Family Friendly', 'Food Protagonists', 'Korean Animation', 'Non-Human Protagonists', 'Short Episodes', 'CG Animation'];[];15;1;1.415
Wego Graphics;['Commercials', 'Promotional', 'Short Episodes'];[];27;0;1.415
Kiwokuza: I've Been Working on the Railroad;['Trains'];[];38;1;1.414
Ukkarimono no Santa Claus;['Christmas'];[];22;0;1.413
Peeping Life Specials;[];[];62;0;1.413
Ryuoo Ski Park CM;['Commercials', 'Dancing', 'Promotional'];[];17;0;1.413
Warau Kaeru;['Abstract', 'Animal Protagonists', 'Frogs', 'Non-Human Protagonists'];[];88;0;1.412
The Vesper Mutters;['Fantasy', 'No Dialogue', 'Shorts', 'Stop Motion Animation', 'Original Work'];[];36;0;1.412
Pa Para Papa;['Minna no Uta'];[];18;1;1.411
Dead World;['Horror', 'No Dialogue', 'Shorts', 'Stop Motion Animation', 'Zombies'];['Explicit Violence'];126;3;1.411
LITE: Rabbit;['Abstract'];[];41;1;1.411
Original Eigakan Manner Eizou;['Comedy', 'Shorts'];[];15;1;1.41
Osaru no Kantai;['Black and White', 'Japanese Anime Classic Collection', 'Shorts'];[];137;0;1.41
Rockeppe;['Comedy', 'Crude', 'Family Friendly', 'Outer Space', 'Shorts'];[];26;0;1.41
Funassyi to Yukaina Kyoudai;['Comedy', 'Family Friendly', 'Short Episodes'];[];15;1;1.409
Ryuu ga Gotoku Online x Taka no Tsume;['Comedy', 'Crossover', 'Promotional', 'Short Episodes', 'Flash Animation'];[];21;2;1.409
Tamaki Roy: Koto no Shidai;['Abstract'];[];33;1;1.408
Ski Jumping Pairs: Road to Torino 2006;['Comedy', 'Sports', 'Family Friendly', 'Promotional', 'Shorts', 'CG Animation'];[];15;0;1.407
Dead Girl;['Horror', 'Stop Motion Animation', 'Supernatural', 'Zombies'];['Explicit Violence'];96;0;1.407
Sleeping with Hinako;['Ecchi', 'Panty Shots', 'POV', 'Original Work'];[];2765;42;1.406
Ninjutsu Hinotama Kozou: Edo no Maki;['Black and White', 'Japanese Anime Classic Collection', 'No Dialogue', 'Samurai', 'Shorts', 'Original Work'];[];150;0;1.405
Luve Jelly CM;['Commercials', 'Promotional', 'Flash Animation'];[];23;0;1.405
Kappa Godaime;['Stop Motion Animation', 'Youkai', 'Flash Animation'];[];30;0;1.402
Ponta Monogatari;['Animal Protagonists', 'Minna no Uta', 'Non-Human Protagonists'];[];14;1;1.4
Hatoya;['Fantasy', 'Shorts'];[];40;1;1.4
Train Heroes;['Action', 'Anthropomorphic', 'Family Friendly', 'Non-Human Protagonists', 'Robots', 'Trains', 'CG Animation', 'Original Work'];[];26;4;1.399
Landscape;['Abstract', 'Shorts', 'Trains'];[];26;0;1.399
Matsuda-ke Curry Battle;['Comedy', 'Food and Beverage', 'Shorts'];[];23;0;1.399
Muteki no Jiichan;['Minna no Uta'];[];15;1;1.397
Momon's Sand Witch Bangai-hen: Tanu no Kyuujitsu;['Comedy', 'Shorts'];[];25;2;1.397
Dekobou no Jidousha Ryokou;['Black and White', 'Japanese Anime Classic Collection', 'Shorts', 'Original Work'];[];163;1;1.395
Good-by Marilyn;['Shorts'];['Nudity'];97;0;1.394
I-O Data x Taka no Tsume;['Crossover', 'Promotional', 'Flash Animation'];[];22;2;1.393
Nude Batter Tetsuo;['Comedy', 'Sports', 'Baseball', 'Crude', 'Shorts', 'Original Work'];['Nudity'];44;0;1.393
Hanoka;;;;;
Kodansha Morning CM;['Comedy', 'Cats', 'Commercials', 'Manga Industry', 'Otaku Culture', 'Promotional'];[];32;0;1.392
Sheep in the Island;['Animal Protagonists', 'Island', 'Korean Animation', 'Non-Human Protagonists', 'Short Episodes', 'CG Animation', 'Original Work'];[];31;2;1.391
1000say: HANE;['Fantasy', 'CG Animation'];[];111;0;1.39
The Bathroom;['Abstract', 'Black and White', 'Shorts', 'Stop Motion Animation'];[];186;0;1.386
m-flo: Tripod Baby;['Sci Fi', 'Outer Space', 'Robots'];[];48;1;1.386
Yoshida no Matsue Beauty Daisakusen;['Comedy', 'Promotional', 'Short Episodes', 'Tourism', 'CG Animation', 'Flash Animation'];[];24;4;1.385
Mighty Thor: Battle Royale;['Comedy', 'Fantasy', 'Gods', 'Non-Human Protagonists', 'Norse Mythology', 'Parody', 'Promotional'];[];34;2;1.384
Fue;['Black and White', 'Shorts'];[];36;0;1.383
Aruite Mikka!;['Minna no Uta'];[];47;0;1.382
Columbos;['Drama', 'Mystery', 'No Dialogue', 'Police', 'Stop Motion Animation'];[];20;0;1.38
Yodel no Onna: Weather Report;['Comedy', 'Music'];[];43;1;1.38
Ohisama to Kaeru;['Black and White', 'Japanese Anime Classic Collection', 'Shorts'];[];111;0;1.379
Tokyo Art Month;['Shorts'];[];18;0;1.379
Manga Ameya Tanuki;['Black and White', 'No Dialogue', 'Shorts'];[];40;0;1.378
Roots Search;['Horror', 'Sci Fi', 'Outer Space'];[];325;9;1.377
Kana Kana Kazoku: Shinnen no Goaisatsu;['Comedy', 'Shorts'];[];35;2;1.377
Henshin Gattai! 5 tsu no Atsuki Tamashii;['Comedy', 'Parody'];[];111;0;1.376
Hyadain: Kara-age-kun Ondo 2012;['Food and Beverage', 'Promotional', 'Vocaloid'];[];55;0;1.375
Nantokashite Alguard;['Promotional', 'Shorts'];[];115;2;1.375
Nyago Dance;['Animal Protagonists', 'Black and White', 'Cats', 'Dancing', 'No Dialogue', 'Non-Human Protagonists', 'Shorts'];[];35;1;1.372
OOIOO: SOL;['Abstract'];[];25;0;1.371
Garzey's Wing;;;;;
Shota Sakamoto: what I cry for...;[];[];47;0;1.369
Kenmochi Hidefumi: RoboCop;['Abstract'];[];21;0;1.368
Himitsukessha Taka no Tsume Countdown;['Comedy', 'Superheroes', 'Flash Animation', 'Original Work'];[];18;2;1.368
Delinquent Hamsters Bangai-hen;['Comedy', 'Animal Protagonists', 'Delinquents', 'Hamsters', 'Non-Human Protagonists', 'CG Animation', 'Flash Animation'];[];14;0;1.368
Watashi no Kao;['Abstract', 'Shorts'];[];56;0;1.368
Rhythm;['Abstract', 'Black and White', 'No Dialogue', 'Shorts'];[];40;0;1.366
Pinky;['No Dialogue', 'Shorts', 'Stop Motion Animation'];['Explicit Violence'];303;2;1.365
Onyankopon;['Comedy', 'Fantasy', 'Animal Protagonists', 'Anthropomorphic', 'Dancing', 'Non-Human Protagonists', 'Short Episodes', 'CG Animation'];[];70;13;1.365
Anthology No. 1;['Abstract', 'No Dialogue', 'Shorts'];[];36;1;1.365
A Feather Stare at the Dark;['Shorts'];['Nudity'];31;0;1.362
Sentaku Jab Jab;['Family Friendly', 'Minna no Uta'];[];17;1;1.362
Adachin Shows Up!;['Animal Protagonists', 'Dogs', 'Non-Human Protagonists', 'Promotional', 'Shorts'];[];36;0;1.36
Rayca;;;;;
Onikiri Shoujo;['Action', 'Black and White', 'Hand to Hand Combat', 'Shorts'];[];44;0;1.359
Back Drop Bomb: Never Shined;['Abstract'];[];28;1;1.358
Nice to See You;['Abstract', 'No Dialogue', 'Shorts'];[];31;1;1.356
Ojiisan no Densha;['Family Friendly', 'Minna no Uta'];[];20;1;1.355
Docchi mo Maid;['Action', 'Comedy', 'Maids'];[];49;1;1.354
Hwanggeum Nalgae 1.2.3.;['Action', 'Mecha', 'Sci Fi', 'Korean Animation'];[];11;1;1.353
Oide Chi no Soko;['Adventure'];[];73;0;1.352
Spring has come!;['Abstract'];[];26;0;1.351
Marching Giraffes;['Animal Protagonists', 'Family Friendly', 'Non-Human Protagonists', 'Shorts'];[];42;0;1.351
Ball yo Doko e Yuku;['Comedy', 'Shorts', 'Stop Motion Animation'];[];75;0;1.35
Oshiri Tantei: Puputto Fumutto Kaiketsu Dance;['Family Friendly'];[];25;1;1.349
Yobou-san to Yoboushiyou;['Educational', 'Family Friendly', 'Shorts'];[];41;1;1.349
Dia Horizon (Kabu);['Comedy', 'Fantasy', 'Short Episodes', 'CG Animation', 'Flash Animation'];[];42;5;1.348
Samero;['Shorts'];[];111;0;1.346
Idol Fighter Su-Chi-Pai;;;;;
Hana no Zundamaru: Junk;['Comedy', 'Anime Bancho', 'Short Episodes'];[];64;3;1.344
Sheep and Dinoduck;['Comedy', 'Animal Protagonists', 'Family Friendly', 'Korean Animation', 'No Dialogue', 'Non-Human Protagonists', 'Shorts', 'CG Animation', 'Original Work'];[];24;0;1.344
Stuck Rabbit;['Comedy', 'Animal Protagonists', 'Non-Human Protagonists', 'Pets', 'Rabbits', 'Short Episodes'];[];15;2;1.343
Panzer Dragoon;['Action', 'Fantasy', 'Dragons', 'Based on a Video Game'];[];477;13;1.343
Hanoka Special;['Sci Fi', 'Military', 'Recap', 'War', 'Flash Animation', 'Original Work'];[];89;0;1.341
Mr. Children: Joutoku;[];[];37;1;1.339
Uchuu Shoujo Oremisu;['Comedy', 'Fantasy', 'Magical Girl', 'Mecha', 'Sci Fi', 'Crossover', 'Gender Bender', 'Henshin Heroes', 'Promotional', 'Shorts', 'Based on a Manga'];[];51;2;1.339
Kana Kana Kazoku x Himitsukessha Taka no Tsume Collaboration Film;['Comedy', 'Crossover'];[];29;3;1.339
Chase the Rice Ball;['Comedy', 'Family Friendly', 'Shorts'];[];19;0;1.338
Embah;['Abstract', 'Shorts'];[];46;0;1.337
Natsuyasumi no Osakana;['Family Friendly', 'Minna no Uta'];[];71;0;1.336
HiGH&LOW g-sword;['Comedy', 'Breaking the Fourth Wall', 'Chibi', 'Short Episodes', 'Based on a TV Series', 'Flash Animation'];[];54;6;1.336
Mini Moni Yaru no da Pyon!;['Comedy', 'Chibi', 'Family Friendly', 'Short Episodes'];[];23;2;1.334
Hamigaki no Uta;['Educational', 'Family Friendly'];[];122;0;1.333
Gondora;['Shorts'];[];98;0;1.333
Kennel Tokorozawa;['Comedy', 'Ecchi', 'Seinen', 'Animal Protagonists', 'Dogs', 'Fetish', 'Non-Human Protagonists', 'Based on a Manga'];['Nudity'];130;2;1.332
Gun-dou Musashi;['Action', 'Fantasy', 'Feudal Japan', 'Samurai', 'Original Work'];[];98;20;1.332
The Irresponsible Galaxy Tylor;['Adventure', 'Comedy', 'Sci Fi', 'Outer Space', 'Short Episodes', 'Based on a Light Novel'];[];173;31;1.331
Sono Inu Dodobongo;['Animal Protagonists', 'Dogs', 'Family Friendly', 'Forest', 'Non-Human Protagonists'];[];15;1;1.331
Meitantei Gordon;['Comedy', 'Mystery', 'Detectives', 'Shorts', 'Original Work'];[];51;0;1.358
CCW: Crazy Clay Wrestling;['Sports', 'Hand to Hand Combat', 'No Dialogue', 'Shorts', 'Stop Motion Animation', 'Wrestling'];[];297;2;1.33
Psychic Wars;['Action', 'Demons', 'Doctors', 'Superpowers', 'Time Travel', 'Based on a Novel'];['Nudity', 'Sexual Content'];602;9;1.329
Tobot;['Mecha', 'Cars', 'Korean Animation', 'Robots', 'Short Episodes', 'CG Animation'];[];14;2;1.329
Kamiusagi Rope & Taka no Tsume Collab Eizou-hen;['Comedy', 'Animal Protagonists', 'Anthropomorphic', 'Non-Human Protagonists', 'Rabbits', 'Shorts'];[];24;1;1.328
Genki-kun no Christmas @ Tokyo-eki;['Christmas', 'Shorts', 'Stop Motion Animation'];[];49;0;1.328
Sumiko no Egao;[];[];38;0;1.325
Oshiri Mae Man;['Comedy', 'Crude', 'Parody', 'Short Episodes', 'Superheroes', 'Vigilantes'];[];41;1;1.324
A long day of Mr. Calpaccio;['Black and White', 'Shorts'];[];22;0;1.324
Head Spoon;['Anthropomorphic', 'Food and Beverage', 'Shorts'];[];16;0;1.324
Sansuu Chachacha;['Educational', 'Family Friendly', 'Minna no Uta'];[];16;0;1.323
O (Sawako Kabuki);['Abstract', 'Black and White', 'Shorts'];['Nudity'];78;0;1.322
The Room;;;;;
Two Tea Two;['Abstract', 'No Dialogue', 'Shorts'];[];40;2;1.291
Factory;['Short Episodes'];[];24;0;1.316
Independent Animation Festival the 08th Opening Animation;['Comedy', 'Animal Protagonists', 'Anthropomorphic', 'Cats', 'Non-Human Protagonists', 'Shorts'];[];23;1;1.315
Han-kun: Supa Dupa Fly;['Music'];[];30;1;1.315
Himitsukessha Taka no Tsume x Glass no Kamen desu ga;['Comedy', 'Crossover', 'Parody'];[];33;3;1.314
Defenders of Space;['Action', 'Mecha', 'Sci Fi', 'Aliens', 'Korean Animation', 'Sentient Mecha'];[];27;0;1.314
Pupa;;;;;
Himitsukessha Taka no Tsume GT;['Comedy', 'Superheroes', 'Flash Animation', 'Original Work'];[];21;4;1.31
Brave Frontier x Taka no Tsume: Brave Funding Prologue;['Crossover', 'Parody', 'Based on a Mobile Game', 'Flash Animation'];[];27;3;1.31
Tsubiregg Tsuburegg March;['Music'];[];13;1;1.309
Yoru no Okite;['Black and White', 'Shorts'];[];136;0;1.309
Yoshida no Matsue Beauty Daisakusen Prologue;['Comedy'];[];18;0;1.308
Brave Frontier 2 x Taka no Tsume: Collab Movie - 20-nen-go no Sekai;['Promotional', 'Based on a Mobile Game', 'Flash Animation'];[];24;2;1.307
Sukui Agete Kurenai ka;['Shorts', 'Original Work'];[];25;1;1.305
Nakano Harada Kekkon Kyousoukyoku;['Shorts'];[];33;1;1.305
Raindrops Falling on My Head;['Family Friendly'];[];55;1;1.302
Nobukazu Takemura: Sign;[];[];81;1;1.301
Kanabun no Koushin;['Abstract', 'Shorts'];[];23;0;1.3
Ragnastrike Angels;;;;;
Na mo Nai Hana no Youni;['Family Friendly', 'Minna no Uta'];[];19;1;1.298
Savior Of The Earth;['Action', 'Sci Fi', 'Korean Animation', 'Virtual Reality'];[];29;0;1.297
Golden Batman;['Action', 'Family Friendly', 'Korean Animation', 'Superheroes'];[];14;0;1.292
Bajune Tobeta: Lua Calor;['Countryside'];[];54;1;1.289
Koumon-teki Juuku Ketsujiru Juke;['Comedy', 'Abstract', 'Crude'];['Nudity'];60;1;1.289
Shukka Fuufu;['Shorts'];[];35;1;1.288
Matsue Kankou Taishi Sanri ga Iku! Matsue Ghost Tour;['Historical', 'Promotional'];[];20;1;1.286
Shunga;['Shorts'];[];58;1;1.284
Narudoma;['Comedy', 'Gag', 'Short Episodes', 'Based on a Manga', 'Flash Animation'];[];24;8;1.283
Milpom Pilot;['Comedy', 'Stop Motion Animation', 'Original Work'];[];101;2;1.283
Majin Sentai Death Ranger: Ubawareta Pudding!;['Comedy', 'Shorts', 'Stop Motion Animation'];[];67;0;1.283
Wonder Momo;['Action', 'Sci Fi', 'Aliens', 'Short Episodes', 'Superheroes', 'Based on a Video Game'];[];392;42;1.28
Kabushikigaisha Aokishouji;['Commercials', 'Promotional', 'Short Episodes'];[];37;1;1.278
POP;['Abstract', 'Black and White', 'Shorts', 'Trains'];[];159;1;1.278
Battle of Clay (2019);['Comedy', 'Shorts'];[];57;1;1.278
Kangaeru Renshuu;['Abstract', 'Shorts'];[];20;0;1.277
Dreams;['Shorts'];[];81;0;1.276
Pastel Kazoku;['Promotional'];[];44;1;1.276
Kanojo no Dokushinshatachi ni Yotte Hadaka ni Sareta Seifuku no Shojo Kenkyuu;['Abstract', 'Shorts'];['Explicit Sex'];94;1;1.276
Merci Merci Me: Wakie Wakie;[];[];80;0;1.273
Kawaii Cook-san;['Shorts'];[];30;0;1.272
Tokyo;['Shorts'];[];29;0;1.271
New Hal & Bons;['Slice of Life', 'Animal Protagonists', 'Dogs', 'Non-Human Protagonists', 'Short Episodes', 'Stop Motion Animation'];[];33;1;1.27
Within The Bloody Woods;['Horror', 'Dark Comedy', 'Short Episodes', 'Stop Motion Animation', 'Zombies'];['Explicit Violence'];372;2;1.269
Spectral Force;['Action', 'Fantasy', 'Demons', 'Medieval', 'Swordplay', 'Based on a Video Game'];['Nudity'];264;11;1.263
Brave Frontier x Taka no Tsume: Taka no Tsume-dan, Game ni Sanjou!;['Crossover', 'Promotional', 'Based on a Mobile Game', 'Flash Animation'];[];23;2;1.263
Aos;;;;;
Battle of Clay 2;['Shorts', 'Stop Motion Animation'];['Violence'];337;1;1.26
Hamidashi CoroCoro;['Comedy', 'Gag', 'Parody', 'Short Episodes'];[];19;1;1.256
Landmark;['Abstract', 'Black and White'];[];34;0;1.256
Crayon Angel;['Shorts'];[];98;2;1.254
Konnichiwa Onara Gorou;['Comedy', 'Crude', 'Gag', 'Non-Human Protagonists', 'Shorts', 'Original Work'];[];102;4;1.253
Arakure Junichi no Namida;['Comedy', 'Shorts', 'Original Work'];[];53;0;1.25
Memory of Red;['Abstract', 'Shorts'];[];35;0;1.25
MIRROR;['Abstract', 'Shorts'];[];34;0;1.248
Angel's Drop;['Fantasy', 'Shounen', 'All-Girls School', 'Angels', 'Crude', 'School Life', 'Shorts', 'Based on a Manga'];[];778;17;1.248
Unko-san: Tsuiteru Hito ni Shika Mienai Yousei;['Comedy', 'Crude', 'Family Friendly', 'Short Episodes', 'Flash Animation'];[];26;6;1.245
music video orchestra;[];[];25;0;1.245
Goara;['Comedy', 'Animal Protagonists', 'Bears', 'Family Friendly', 'Koalas', 'Non-Human Protagonists', 'Shorts'];[];31;0;1.244
Tanjou: Debut;['Romance', 'School Life'];[];595;7;1.242
1;['Black and White', 'Shorts'];[];428;1;1.24
AOKI & Taka no Tsume;['Comedy', 'Crossover', 'Promotional', 'Short Episodes', 'Flash Animation'];[];23;3;1.241
Anon Sentai Ranger 5;['Action', 'Parody', 'Sentai', 'Superheroes', 'Tokusatsu', 'CG Animation'];[];20;0;1.237
Wild Life;['Comedy', 'Family Friendly', 'Forest', 'Short Episodes'];[];20;1;1.236
USA Weather Show;['Comedy', 'Animal Protagonists', 'Non-Human Protagonists', 'Shorts'];[];26;0;1.233
Ganso Banana no Tamashii;['Minna no Uta', 'Stop Motion Animation'];[];37;0;1.232
Nameko: Sekai no Tomodachi;['Comedy', 'Fantasy', 'Slice of Life', 'Anthropomorphic', 'Food Protagonists', 'Non-Human Protagonists', 'Short Episodes', 'Based on a Mobile Game'];[];19;2;1.232
Chicken Papa;['Comedy', 'Animal Protagonists', 'Anthropomorphic', 'Birds', 'Non-Human Protagonists', 'CG Animation'];[];63;0;1.232
Papa to Rusuban;['Family Friendly', 'Minna no Uta'];[];91;0;1.23
Usatalk;['Rabbits'];[];28;2;1.23
4.Eyes;['Abstract', 'Shorts'];[];51;1;1.228
Direct Animation;['Abstract', 'Shorts'];[];33;0;1.225
Kawawawawawada;['Shorts'];[];34;1;1.223
BACK DROP BOMB: Sigh;[];[];33;1;1.221
Buggy Map;['Short Episodes'];[];33;0;1.22
Aware! Meisaku-kun: Oronamin C;['Comedy', 'Commercials', 'Food and Beverage', 'Promotional'];[];19;2;1.216
Himitsukessha Taka no Tsume DO;['Comedy', 'Short Episodes', 'Superheroes', 'Flash Animation', 'Original Work'];[];22;3;1.215
Nomura Securities x Taka no Tsume: Okkanee Hanashi;['Comedy', 'Crossover', 'Promotional', 'Short Episodes', 'Supernatural', 'Flash Animation'];[];18;1;1.213
Gohan Kaijuu Pap x Himitsukessha Taka no Tsume;['Crossover', 'Food and Beverage', 'Food Protagonists', 'Monsters', 'Non-Human Protagonists', 'Shorts', 'Flash Animation'];[];21;0;1.211
Hokuro Kyodai Full Throttle!!!!;['Comedy', 'Short Episodes', 'CG Animation'];[];35;1;1.211
10 Nights' Dreams;['Abstract', 'No Dialogue', 'Shorts'];['Nudity'];116;1;1.208
A Gaze in Summer 1.9.4.2;['Shorts'];[];30;2;1.207
Pacusi Song;['Family Friendly', 'Stop Motion Animation'];[];94;0;1.203
Da Wei Bei Ken Zhi Daomei Tegong Xiong;['Adventure', 'Comedy', 'Animal Protagonists', 'Anthropomorphic', 'Bears', 'Chinese Animation', 'Family Friendly', 'Non-Human Protagonists'];[];21;1;1.203
Yadokari;['Shorts'];[];38;2;1.2
Battle of Clay;['Action', 'No Dialogue', 'Shorts', 'Stop Motion Animation'];[];379;4;1.199
Jinkou no Rakuen;['Shorts'];[];23;0;1.199
Mr. Socket;['Shorts'];[];34;0;1.199
Bug Burger;['Cooking', 'Food and Beverage', 'No Dialogue', 'Shorts', 'Stop Motion Animation', 'Original Work'];[];55;0;1.198
The Midnight Animals;['Animal Protagonists', 'Non-Human Protagonists', 'CG Animation', 'Original Work'];[];15;6;1.196
Megane Super x Taka no Tsume;['Comedy', 'Crossover', 'Short Episodes', 'Superheroes', 'Flash Animation'];[];20;3;1.194
Shirokuro Obake no Ekaki Uta;['Family Friendly', 'Ghosts', 'Promotional', 'Supernatural', 'Based on a Picture Book'];[];23;0;1.193
School City Valanoir;['Action', 'Adventure', 'Fantasy', 'Swordplay', 'Based on a Video Game'];[];127;5;1.192
Okaasan ni Naisho;['Comedy', 'Abstract', 'BDSM', 'Fetish', 'Shorts'];['Explicit Sex'];95;0;1.188
Mahou Shoujo? Naria Girls;['Comedy', 'Fantasy', 'Magical Girl', 'Henshin Heroes', 'Magic', 'Monster-of-the-week', 'Short Episodes', 'CG Animation', 'Original Work'];[];189;37;1.188
Twinkle Nora Rock Me!;['Action', 'Adventure', 'Sci Fi', 'Based on a Manga'];[];88;2;1.188
Yamaki x Taka no Tsume: Yoshida Kantoku CM;['Commercials', 'Food and Beverage', 'Promotional', 'Short Episodes', 'Flash Animation'];[];24;2;1.187
The Embryo Develops into a Fetus;['Abstract', 'Black and White', 'Shorts'];[];81;0;1.187
Brave Frontier x Taka no Tsume: Collab Movie;['Crossover', 'Promotional', 'Based on a Mobile Game', 'Flash Animation'];[];23;2;1.186
Forest Fairy Five: Fairy Tale;['Fantasy', 'Chibi', 'Family Friendly', 'CG Animation'];[];54;6;1.182
Shishido Journey;['Shorts'];[];43;1;1.182
Yamaki x Taka no Tsume: Katsuobushi Kezutte Kezutte Daisakusen;['Comedy', 'Crossover', 'Promotional', 'Flash Animation'];[];21;2;1.178
Octopus' Inconvenience;['Comedy', 'Animal Protagonists', 'Family Friendly', 'Non-Human Protagonists'];[];19;0;1.176
Taka no Tsume-dan, Kono Natsu, Mura Hajimemasu.;['Countryside', 'Flash Animation'];[];18;2;1.175
Oi Pii-tan!!;['Promotional', 'Stop Motion Animation'];[];23;0;1.173
Good-bye Elvis and USA;['Shorts'];['Nudity'];113;1;1.172
Kinako Nishinakajima: Instant;[];[];20;0;1.172
Tragedy on the G Line;['Abstract', 'Shorts'];['Nudity', 'Violence'];217;1;1.171
Kiwokuza: Machibouke;[];[];34;1;1.17
Yamaki x Taka no Tsume: Fuwatto Fuwatto Daisakusen;['Cooking', 'Crossover', 'Food and Beverage', 'Promotional', 'Short Episodes', 'Flash Animation'];[];24;2;1.168
Mochibei;['Shorts'];[];145;1;1.168
Ladyspo;['Comedy', 'Sci Fi', 'Sports', 'Bounty Hunters', 'Picture Drama', 'Short Episodes', 'Tournaments', 'Original Work'];[];71;16;1.165
Kiss Kiss Kiss;['Romance', 'Shorts'];[];26;0;1.161
Funny Pets;;;;;
Pasocom Music Club: Mobile Dog House￥;['Dogs', 'Robots'];[];24;1;1.15
Himitsukessha Taka no Tsume Specials;['Comedy', 'Superheroes', 'Flash Animation', 'Original Work'];[];19;3;1.145
Memories Hidden in Darkness;['Shorts'];[];17;0;1.144
Funny Pets 2;['Comedy', 'Sci Fi', 'Slice of Life', 'Aliens', 'Crude', 'Dark Comedy', 'No Dialogue', 'Short Episodes', 'CG Animation', 'Original Work'];['Violence'];83;1;1.139
Ousama Karuta;['Family Friendly', 'Shorts'];[];57;0;1.136
Petting a Dog;['Abstract', 'Dogs', 'Pets'];[];78;0;1.135
Gohan Kaijuu Pap CM;['Comedy', 'Commercials', 'Food and Beverage', 'Food Protagonists', 'Monsters', 'Non-Human Protagonists', 'Promotional', 'Short Episodes'];[];23;0;1.133
Gokiburi Taisou;['Anthropomorphic', 'Insects', 'Shorts'];[];93;0;1.129
Wonderful World: Ganmen Shintaisou;['Family Friendly', 'Minna no Uta'];[];16;1;1.128
the life of the weed;['Slice of Life', 'No Dialogue', 'Shorts', 'Stop Motion Animation', 'Original Work'];[];76;1;1.125
